county,precinct,office,district,party,candidate,votes,percent
Benton,PRECINCT 20,U.S. Senate,,DEM,Total,219,
Benton,PRECINCT 20,U.S. Senate,,DEM,Under-Votes,25,10.25%
Benton,PRECINCT 20,U.S. Senate,,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 20,U.S. Senate,,DEM,Total Votes Cast,244,
Benton,PRECINCT 01,U.S. Senate,,REP,PAVEL GOBERMAN,26,4.86%
Benton,PRECINCT 01,U.S. Senate,,REP,AL KING,147,27.48%
Benton,PRECINCT 01,U.S. Senate,,REP,BRUCE BROUSSARD,88,16.45%
Benton,PRECINCT 01,U.S. Senate,,REP,E. BOWERMAN,22,4.11%
Benton,PRECINCT 01,U.S. Senate,,REP,PHILIP PETRIE,14,2.62%
Benton,PRECINCT 01,U.S. Senate,,REP,THOMAS LEE ABSHIER,80,14.95%
Benton,PRECINCT 01,U.S. Senate,,REP,Write-Ins,8,1.50%
Benton,PRECINCT 01,U.S. Senate,,REP,Total,385,
Benton,PRECINCT 01,U.S. Senate,,REP,Under-Votes,150,28.04%
Benton,PRECINCT 01,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 01,U.S. Senate,,REP,Total Votes Cast,535,
Benton,PRECINCT 02,U.S. Senate,,REP,PAVEL GOBERMAN,6,5.71%
Benton,PRECINCT 02,U.S. Senate,,REP,AL KING,21,20.00%
Benton,PRECINCT 02,U.S. Senate,,REP,BRUCE BROUSSARD,16,15.24%
Benton,PRECINCT 02,U.S. Senate,,REP,E. BOWERMAN,2,1.90%
Benton,PRECINCT 02,U.S. Senate,,REP,PHILIP PETRIE,6,5.71%
Benton,PRECINCT 02,U.S. Senate,,REP,THOMAS LEE ABSHIER,23,21.90%
Benton,PRECINCT 02,U.S. Senate,,REP,Write-Ins,5,4.76%
Benton,PRECINCT 02,U.S. Senate,,REP,Total,79,
Benton,PRECINCT 02,U.S. Senate,,REP,Under-Votes,26,24.76%
Benton,PRECINCT 02,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 02,U.S. Senate,,REP,Total Votes Cast,105,
Benton,PRECINCT 03,U.S. Senate,,REP,PAVEL GOBERMAN,16,6.20%
Benton,PRECINCT 03,U.S. Senate,,REP,AL KING,57,22.09%
Benton,PRECINCT 03,U.S. Senate,,REP,BRUCE BROUSSARD,47,18.22%
Benton,PRECINCT 03,U.S. Senate,,REP,E. BOWERMAN,18,6.98%
Benton,PRECINCT 03,U.S. Senate,,REP,PHILIP PETRIE,12,4.65%
Benton,PRECINCT 03,U.S. Senate,,REP,THOMAS LEE ABSHIER,45,17.44%
Benton,PRECINCT 03,U.S. Senate,,REP,Write-Ins,6,2.33%
Benton,PRECINCT 03,U.S. Senate,,REP,Total,201,
Benton,PRECINCT 03,U.S. Senate,,REP,Under-Votes,57,22.09%
Benton,PRECINCT 03,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 03,U.S. Senate,,REP,Total Votes Cast,258,
Benton,PRECINCT 04,U.S. Senate,,REP,PAVEL GOBERMAN,2,1.71%
Benton,PRECINCT 04,U.S. Senate,,REP,AL KING,35,29.91%
Benton,PRECINCT 04,U.S. Senate,,REP,BRUCE BROUSSARD,13,11.11%
Benton,PRECINCT 04,U.S. Senate,,REP,E. BOWERMAN,3,2.56%
Benton,PRECINCT 04,U.S. Senate,,REP,PHILIP PETRIE,3,2.56%
Benton,PRECINCT 04,U.S. Senate,,REP,THOMAS LEE ABSHIER,13,11.11%
Benton,PRECINCT 04,U.S. Senate,,REP,Write-Ins,2,1.71%
Benton,PRECINCT 04,U.S. Senate,,REP,Total,71,
Benton,PRECINCT 04,U.S. Senate,,REP,Under-Votes,45,38.46%
Benton,PRECINCT 04,U.S. Senate,,REP,Over-Votes,1,0.85%
Benton,PRECINCT 04,U.S. Senate,,REP,Total Votes Cast,117,
Benton,PRECINCT 05,U.S. Senate,,REP,PAVEL GOBERMAN,12,6.03%
Benton,PRECINCT 05,U.S. Senate,,REP,AL KING,36,18.09%
Benton,PRECINCT 05,U.S. Senate,,REP,BRUCE BROUSSARD,29,14.57%
Benton,PRECINCT 05,U.S. Senate,,REP,E. BOWERMAN,22,11.06%
Benton,PRECINCT 05,U.S. Senate,,REP,PHILIP PETRIE,11,5.53%
Benton,PRECINCT 05,U.S. Senate,,REP,THOMAS LEE ABSHIER,32,16.08%
Benton,PRECINCT 05,U.S. Senate,,REP,Write-Ins,1,0.50%
Benton,PRECINCT 05,U.S. Senate,,REP,Total,143,
Benton,PRECINCT 05,U.S. Senate,,REP,Under-Votes,55,27.64%
Benton,PRECINCT 05,U.S. Senate,,REP,Over-Votes,1,0.50%
Benton,PRECINCT 05,U.S. Senate,,REP,Total Votes Cast,199,
Benton,PRECINCT 06,U.S. Senate,,REP,PAVEL GOBERMAN,20,5.45%
Benton,PRECINCT 06,U.S. Senate,,REP,AL KING,98,26.70%
Benton,PRECINCT 06,U.S. Senate,,REP,BRUCE BROUSSARD,56,15.26%
Benton,PRECINCT 06,U.S. Senate,,REP,E. BOWERMAN,32,8.72%
Benton,PRECINCT 06,U.S. Senate,,REP,PHILIP PETRIE,22,5.99%
Benton,PRECINCT 06,U.S. Senate,,REP,THOMAS LEE ABSHIER,58,15.80%
Benton,PRECINCT 06,U.S. Senate,,REP,Write-Ins,2,0.54%
Benton,PRECINCT 06,U.S. Senate,,REP,Total,288,
Benton,PRECINCT 06,U.S. Senate,,REP,Under-Votes,79,21.53%
Benton,PRECINCT 06,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 06,U.S. Senate,,REP,Total Votes Cast,367,
Benton,PRECINCT 07,U.S. Senate,,REP,PAVEL GOBERMAN,18,3.45%
Benton,PRECINCT 07,U.S. Senate,,REP,AL KING,135,25.91%
Benton,PRECINCT 07,U.S. Senate,,REP,BRUCE BROUSSARD,89,17.08%
Benton,PRECINCT 07,U.S. Senate,,REP,E. BOWERMAN,22,4.22%
Benton,PRECINCT 07,U.S. Senate,,REP,PHILIP PETRIE,20,3.84%
Benton,PRECINCT 07,U.S. Senate,,REP,THOMAS LEE ABSHIER,72,13.82%
Benton,PRECINCT 07,U.S. Senate,,REP,Write-Ins,9,1.73%
Benton,PRECINCT 07,U.S. Senate,,REP,Total,365,
Benton,PRECINCT 07,U.S. Senate,,REP,Under-Votes,155,29.75%
Benton,PRECINCT 07,U.S. Senate,,REP,Over-Votes,1,0.19%
Benton,PRECINCT 07,U.S. Senate,,REP,Total Votes Cast,521,
Benton,PRECINCT 08,U.S. Senate,,REP,PAVEL GOBERMAN,22,3.40%
Benton,PRECINCT 08,U.S. Senate,,REP,AL KING,177,27.31%
Benton,PRECINCT 08,U.S. Senate,,REP,BRUCE BROUSSARD,98,15.12%
Benton,PRECINCT 08,U.S. Senate,,REP,E. BOWERMAN,21,3.24%
Benton,PRECINCT 08,U.S. Senate,,REP,PHILIP PETRIE,31,4.78%
Benton,PRECINCT 08,U.S. Senate,,REP,THOMAS LEE ABSHIER,109,16.82%
Benton,PRECINCT 08,U.S. Senate,,REP,Write-Ins,8,1.23%
Benton,PRECINCT 08,U.S. Senate,,REP,Total,466,
Benton,PRECINCT 08,U.S. Senate,,REP,Under-Votes,182,28.09%
Benton,PRECINCT 08,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 08,U.S. Senate,,REP,Total Votes Cast,648,
Benton,PRECINCT 09,U.S. Senate,,REP,PAVEL GOBERMAN,17,3.91%
Benton,PRECINCT 09,U.S. Senate,,REP,AL KING,115,26.44%
Benton,PRECINCT 09,U.S. Senate,,REP,BRUCE BROUSSARD,90,20.69%
Benton,PRECINCT 09,U.S. Senate,,REP,E. BOWERMAN,19,4.37%
Benton,PRECINCT 09,U.S. Senate,,REP,PHILIP PETRIE,10,2.30%
Benton,PRECINCT 09,U.S. Senate,,REP,THOMAS LEE ABSHIER,84,19.31%
Benton,PRECINCT 09,U.S. Senate,,REP,Write-Ins,6,1.38%
Benton,PRECINCT 09,U.S. Senate,,REP,Total,341,
Benton,PRECINCT 09,U.S. Senate,,REP,Under-Votes,93,21.38%
Benton,PRECINCT 09,U.S. Senate,,REP,Over-Votes,1,0.23%
Benton,PRECINCT 09,U.S. Senate,,REP,Total Votes Cast,435,
Benton,PRECINCT 10,U.S. Senate,,REP,PAVEL GOBERMAN,14,4.32%
Benton,PRECINCT 10,U.S. Senate,,REP,AL KING,82,25.31%
Benton,PRECINCT 10,U.S. Senate,,REP,BRUCE BROUSSARD,36,11.11%
Benton,PRECINCT 10,U.S. Senate,,REP,E. BOWERMAN,25,7.72%
Benton,PRECINCT 10,U.S. Senate,,REP,PHILIP PETRIE,9,2.78%
Benton,PRECINCT 10,U.S. Senate,,REP,THOMAS LEE ABSHIER,62,19.14%
Benton,PRECINCT 10,U.S. Senate,,REP,Write-Ins,3,0.93%
Benton,PRECINCT 10,U.S. Senate,,REP,Total,231,
Benton,PRECINCT 10,U.S. Senate,,REP,Under-Votes,93,28.70%
Benton,PRECINCT 10,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 10,U.S. Senate,,REP,Total Votes Cast,324,
Benton,PRECINCT 11,U.S. Senate,,REP,PAVEL GOBERMAN,20,2.47%
Benton,PRECINCT 11,U.S. Senate,,REP,AL KING,167,20.62%
Benton,PRECINCT 11,U.S. Senate,,REP,BRUCE BROUSSARD,148,18.27%
Benton,PRECINCT 11,U.S. Senate,,REP,E. BOWERMAN,37,4.57%
Benton,PRECINCT 11,U.S. Senate,,REP,PHILIP PETRIE,40,4.94%
Benton,PRECINCT 11,U.S. Senate,,REP,THOMAS LEE ABSHIER,130,16.05%
Benton,PRECINCT 11,U.S. Senate,,REP,Write-Ins,12,1.48%
Benton,PRECINCT 11,U.S. Senate,,REP,Total,554,
Benton,PRECINCT 11,U.S. Senate,,REP,Under-Votes,255,31.48%
Benton,PRECINCT 11,U.S. Senate,,REP,Over-Votes,1,0.12%
Benton,PRECINCT 11,U.S. Senate,,REP,Total Votes Cast,810,
Benton,PRECINCT 12,U.S. Senate,,REP,PAVEL GOBERMAN,4,4.55%
Benton,PRECINCT 12,U.S. Senate,,REP,AL KING,28,31.82%
Benton,PRECINCT 12,U.S. Senate,,REP,BRUCE BROUSSARD,5,5.68%
Benton,PRECINCT 12,U.S. Senate,,REP,E. BOWERMAN,1,1.14%
Benton,PRECINCT 12,U.S. Senate,,REP,PHILIP PETRIE,2,2.27%
Benton,PRECINCT 12,U.S. Senate,,REP,THOMAS LEE ABSHIER,23,26.14%
Benton,PRECINCT 12,U.S. Senate,,REP,Write-Ins,1,1.14%
Benton,PRECINCT 12,U.S. Senate,,REP,Total,64,
Benton,PRECINCT 12,U.S. Senate,,REP,Under-Votes,24,27.27%
Benton,PRECINCT 12,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 12,U.S. Senate,,REP,Total Votes Cast,88,
Benton,PRECINCT 13,U.S. Senate,,REP,PAVEL GOBERMAN,5,10.87%
Benton,PRECINCT 13,U.S. Senate,,REP,AL KING,8,17.39%
Benton,PRECINCT 13,U.S. Senate,,REP,BRUCE BROUSSARD,11,23.91%
Benton,PRECINCT 13,U.S. Senate,,REP,E. BOWERMAN,2,4.35%
Benton,PRECINCT 13,U.S. Senate,,REP,PHILIP PETRIE,1,2.17%
Benton,PRECINCT 13,U.S. Senate,,REP,THOMAS LEE ABSHIER,10,21.74%
Benton,PRECINCT 13,U.S. Senate,,REP,Write-Ins,0,0.00%
Benton,PRECINCT 13,U.S. Senate,,REP,Total,37,
Benton,PRECINCT 13,U.S. Senate,,REP,Under-Votes,9,19.57%
Benton,PRECINCT 13,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 13,U.S. Senate,,REP,Total Votes Cast,46,
Benton,PRECINCT 14,U.S. Senate,,REP,PAVEL GOBERMAN,2,1.94%
Benton,PRECINCT 14,U.S. Senate,,REP,AL KING,18,17.48%
Benton,PRECINCT 14,U.S. Senate,,REP,BRUCE BROUSSARD,16,15.53%
Benton,PRECINCT 14,U.S. Senate,,REP,E. BOWERMAN,9,8.74%
Benton,PRECINCT 14,U.S. Senate,,REP,PHILIP PETRIE,3,2.91%
Benton,PRECINCT 14,U.S. Senate,,REP,THOMAS LEE ABSHIER,20,19.42%
Benton,PRECINCT 14,U.S. Senate,,REP,Write-Ins,3,2.91%
Benton,PRECINCT 14,U.S. Senate,,REP,Total,71,
Benton,PRECINCT 14,U.S. Senate,,REP,Under-Votes,32,31.07%
Benton,PRECINCT 14,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 14,U.S. Senate,,REP,Total Votes Cast,103,
Benton,PRECINCT 15,U.S. Senate,,REP,PAVEL GOBERMAN,19,4.38%
Benton,PRECINCT 15,U.S. Senate,,REP,AL KING,101,23.27%
Benton,PRECINCT 15,U.S. Senate,,REP,BRUCE BROUSSARD,75,17.28%
Benton,PRECINCT 15,U.S. Senate,,REP,E. BOWERMAN,21,4.84%
Benton,PRECINCT 15,U.S. Senate,,REP,PHILIP PETRIE,14,3.23%
Benton,PRECINCT 15,U.S. Senate,,REP,THOMAS LEE ABSHIER,103,23.73%
Benton,PRECINCT 15,U.S. Senate,,REP,Write-Ins,7,1.61%
Benton,PRECINCT 15,U.S. Senate,,REP,Total,340,
Benton,PRECINCT 15,U.S. Senate,,REP,Under-Votes,93,21.43%
Benton,PRECINCT 15,U.S. Senate,,REP,Over-Votes,1,0.23%
Benton,PRECINCT 15,U.S. Senate,,REP,Total Votes Cast,434,
Benton,PRECINCT 16,U.S. Senate,,REP,PAVEL GOBERMAN,9,3.30%
Benton,PRECINCT 16,U.S. Senate,,REP,AL KING,77,28.21%
Benton,PRECINCT 16,U.S. Senate,,REP,BRUCE BROUSSARD,46,16.85%
Benton,PRECINCT 16,U.S. Senate,,REP,E. BOWERMAN,14,5.13%
Benton,PRECINCT 16,U.S. Senate,,REP,PHILIP PETRIE,6,2.20%
Benton,PRECINCT 16,U.S. Senate,,REP,THOMAS LEE ABSHIER,44,16.12%
Benton,PRECINCT 16,U.S. Senate,,REP,Write-Ins,6,2.20%
Benton,PRECINCT 16,U.S. Senate,,REP,Total,202,
Benton,PRECINCT 16,U.S. Senate,,REP,Under-Votes,71,26.01%
Benton,PRECINCT 16,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 16,U.S. Senate,,REP,Total Votes Cast,273,
Benton,PRECINCT 17,U.S. Senate,,REP,PAVEL GOBERMAN,21,3.77%
Benton,PRECINCT 17,U.S. Senate,,REP,AL KING,177,31.78%
Benton,PRECINCT 17,U.S. Senate,,REP,BRUCE BROUSSARD,85,15.26%
Benton,PRECINCT 17,U.S. Senate,,REP,E. BOWERMAN,22,3.95%
Benton,PRECINCT 17,U.S. Senate,,REP,PHILIP PETRIE,28,5.03%
Benton,PRECINCT 17,U.S. Senate,,REP,THOMAS LEE ABSHIER,79,14.18%
Benton,PRECINCT 17,U.S. Senate,,REP,Write-Ins,9,1.62%
Benton,PRECINCT 17,U.S. Senate,,REP,Total,421,
Benton,PRECINCT 17,U.S. Senate,,REP,Under-Votes,135,24.24%
Benton,PRECINCT 17,U.S. Senate,,REP,Over-Votes,1,0.18%
Benton,PRECINCT 17,U.S. Senate,,REP,Total Votes Cast,557,
Benton,PRECINCT 18,U.S. Senate,,REP,PAVEL GOBERMAN,6,2.11%
Benton,PRECINCT 18,U.S. Senate,,REP,AL KING,75,26.41%
Benton,PRECINCT 18,U.S. Senate,,REP,BRUCE BROUSSARD,49,17.25%
Benton,PRECINCT 18,U.S. Senate,,REP,E. BOWERMAN,10,3.52%
Benton,PRECINCT 18,U.S. Senate,,REP,PHILIP PETRIE,10,3.52%
Benton,PRECINCT 18,U.S. Senate,,REP,THOMAS LEE ABSHIER,40,14.08%
Benton,PRECINCT 18,U.S. Senate,,REP,Write-Ins,0,0.00%
Benton,PRECINCT 18,U.S. Senate,,REP,Total,190,
Benton,PRECINCT 18,U.S. Senate,,REP,Under-Votes,94,33.10%
Benton,PRECINCT 18,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 18,U.S. Senate,,REP,Total Votes Cast,284,
Benton,PRECINCT 19,U.S. Senate,,REP,PAVEL GOBERMAN,4,1.27%
Benton,PRECINCT 19,U.S. Senate,,REP,AL KING,101,31.96%
Benton,PRECINCT 19,U.S. Senate,,REP,BRUCE BROUSSARD,61,19.30%
Benton,PRECINCT 19,U.S. Senate,,REP,E. BOWERMAN,19,6.01%
Benton,PRECINCT 19,U.S. Senate,,REP,PHILIP PETRIE,10,3.16%
Benton,PRECINCT 19,U.S. Senate,,REP,THOMAS LEE ABSHIER,36,11.39%
Benton,PRECINCT 19,U.S. Senate,,REP,Write-Ins,3,0.95%
Benton,PRECINCT 19,U.S. Senate,,REP,Total,234,
Benton,PRECINCT 19,U.S. Senate,,REP,Under-Votes,82,25.95%
Benton,PRECINCT 19,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 19,U.S. Senate,,REP,Total Votes Cast,316,
Benton,PRECINCT 20,U.S. Senate,,REP,PAVEL GOBERMAN,13,5.70%
Benton,PRECINCT 20,U.S. Senate,,REP,AL KING,63,27.63%
Benton,PRECINCT 20,U.S. Senate,,REP,BRUCE BROUSSARD,31,13.60%
Benton,PRECINCT 20,U.S. Senate,,REP,E. BOWERMAN,15,6.58%
Benton,PRECINCT 20,U.S. Senate,,REP,PHILIP PETRIE,7,3.07%
Benton,PRECINCT 20,U.S. Senate,,REP,THOMAS LEE ABSHIER,46,20.18%
Benton,PRECINCT 20,U.S. Senate,,REP,Write-Ins,3,1.32%
Benton,PRECINCT 20,U.S. Senate,,REP,Total,178,
Benton,PRECINCT 20,U.S. Senate,,REP,Under-Votes,50,21.93%
Benton,PRECINCT 20,U.S. Senate,,REP,Over-Votes,0,0.00%
Benton,PRECINCT 20,U.S. Senate,,REP,Total Votes Cast,228,
Benton,PRECINCT 01,U.S. House,4,DEM,PETER A. DEFAZIO,11,84.62%
Benton,PRECINCT 01,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 01,U.S. House,4,DEM,Total,11,
Benton,PRECINCT 01,U.S. House,4,DEM,Under-Votes,2,15.38%
Benton,PRECINCT 01,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 01,U.S. House,4,DEM,Total Votes Cast,13,
Benton,PRECINCT 02,U.S. House,4,DEM,PETER A. DEFAZIO,44,93.62%
Benton,PRECINCT 02,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 02,U.S. House,4,DEM,Total,44,
Benton,PRECINCT 02,U.S. House,4,DEM,Under-Votes,3,6.38%
Benton,PRECINCT 02,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 02,U.S. House,4,DEM,Total Votes Cast,47,
Benton,PRECINCT 03,U.S. House,4,DEM,PETER A. DEFAZIO,427,91.63%
Benton,PRECINCT 03,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 03,U.S. House,4,DEM,Total,427,
Benton,PRECINCT 03,U.S. House,4,DEM,Under-Votes,39,8.37%
Benton,PRECINCT 03,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 03,U.S. House,4,DEM,Total Votes Cast,466,
Benton,PRECINCT 04,U.S. House,4,DEM,PETER A. DEFAZIO,16,88.89%
Benton,PRECINCT 04,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 04,U.S. House,4,DEM,Total,16,
Benton,PRECINCT 04,U.S. House,4,DEM,Under-Votes,2,11.11%
Benton,PRECINCT 04,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 04,U.S. House,4,DEM,Total Votes Cast,18,
Benton,PRECINCT 05,U.S. House,4,DEM,PETER A. DEFAZIO,672,93.85%
Benton,PRECINCT 05,U.S. House,4,DEM,Write-Ins,3,0.42%
Benton,PRECINCT 05,U.S. House,4,DEM,Total,675,
Benton,PRECINCT 05,U.S. House,4,DEM,Under-Votes,41,5.73%
Benton,PRECINCT 05,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 05,U.S. House,4,DEM,Total Votes Cast,716,
Benton,PRECINCT 06,U.S. House,4,DEM,PETER A. DEFAZIO,738,92.60%
Benton,PRECINCT 06,U.S. House,4,DEM,Write-Ins,4,0.50%
Benton,PRECINCT 06,U.S. House,4,DEM,Total,742,
Benton,PRECINCT 06,U.S. House,4,DEM,Under-Votes,55,6.90%
Benton,PRECINCT 06,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 06,U.S. House,4,DEM,Total Votes Cast,797,
Benton,PRECINCT 07,U.S. House,4,DEM,PETER A. DEFAZIO,"1,032",93.14%
Benton,PRECINCT 07,U.S. House,4,DEM,Write-Ins,2,0.18%
Benton,PRECINCT 07,U.S. House,4,DEM,Total,"1,034",
Benton,PRECINCT 07,U.S. House,4,DEM,Under-Votes,74,6.68%
Benton,PRECINCT 07,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 07,U.S. House,4,DEM,Total Votes Cast,"1,108",
Benton,PRECINCT 08,U.S. House,4,DEM,PETER A. DEFAZIO,992,93.41%
Benton,PRECINCT 08,U.S. House,4,DEM,Write-Ins,3,0.28%
Benton,PRECINCT 08,U.S. House,4,DEM,Total,995,
Benton,PRECINCT 08,U.S. House,4,DEM,Under-Votes,67,6.31%
Benton,PRECINCT 08,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 08,U.S. House,4,DEM,Total Votes Cast,"1,062",
Benton,PRECINCT 09,U.S. House,4,DEM,PETER A. DEFAZIO,581,93.11%
Benton,PRECINCT 09,U.S. House,4,DEM,Write-Ins,1,0.16%
Benton,PRECINCT 09,U.S. House,4,DEM,Total,582,
Benton,PRECINCT 09,U.S. House,4,DEM,Under-Votes,42,6.73%
Benton,PRECINCT 09,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 09,U.S. House,4,DEM,Total Votes Cast,624,
Benton,PRECINCT 10,U.S. House,4,DEM,PETER A. DEFAZIO,330,92.44%
Benton,PRECINCT 10,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 10,U.S. House,4,DEM,Total,330,
Benton,PRECINCT 10,U.S. House,4,DEM,Under-Votes,27,7.56%
Benton,PRECINCT 10,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 10,U.S. House,4,DEM,Total Votes Cast,357,
Benton,PRECINCT 11,U.S. House,4,DEM,PETER A. DEFAZIO,121,93.08%
Benton,PRECINCT 11,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 11,U.S. House,4,DEM,Total,121,
Benton,PRECINCT 11,U.S. House,4,DEM,Under-Votes,9,6.92%
Benton,PRECINCT 11,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 11,U.S. House,4,DEM,Total Votes Cast,130,
Benton,PRECINCT 13,U.S. House,4,DEM,PETER A. DEFAZIO,46,97.87%
Benton,PRECINCT 13,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 13,U.S. House,4,DEM,Total,46,
Benton,PRECINCT 13,U.S. House,4,DEM,Under-Votes,1,2.13%
Benton,PRECINCT 13,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 13,U.S. House,4,DEM,Total Votes Cast,47,
Benton,PRECINCT 14,U.S. House,4,DEM,PETER A. DEFAZIO,94,90.38%
Benton,PRECINCT 14,U.S. House,4,DEM,Write-Ins,3,2.88%
Benton,PRECINCT 14,U.S. House,4,DEM,Total,97,
Benton,PRECINCT 14,U.S. House,4,DEM,Under-Votes,7,6.73%
Benton,PRECINCT 14,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 14,U.S. House,4,DEM,Total Votes Cast,104,
Benton,PRECINCT 15,U.S. House,4,DEM,PETER A. DEFAZIO,506,92.17%
Benton,PRECINCT 15,U.S. House,4,DEM,Write-Ins,3,0.55%
Benton,PRECINCT 15,U.S. House,4,DEM,Total,509,
Benton,PRECINCT 15,U.S. House,4,DEM,Under-Votes,40,7.29%
Benton,PRECINCT 15,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 15,U.S. House,4,DEM,Total Votes Cast,549,
Benton,PRECINCT 16,U.S. House,4,DEM,PETER A. DEFAZIO,135,89.40%
Benton,PRECINCT 16,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 16,U.S. House,4,DEM,Total,135,
Benton,PRECINCT 16,U.S. House,4,DEM,Under-Votes,16,10.60%
Benton,PRECINCT 16,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 16,U.S. House,4,DEM,Total Votes Cast,151,
Benton,PRECINCT 17,U.S. House,4,DEM,PETER A. DEFAZIO,133,88.08%
Benton,PRECINCT 17,U.S. House,4,DEM,Write-Ins,3,1.99%
Benton,PRECINCT 17,U.S. House,4,DEM,Total,136,
Benton,PRECINCT 17,U.S. House,4,DEM,Under-Votes,15,9.93%
Benton,PRECINCT 17,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 17,U.S. House,4,DEM,Total Votes Cast,151,
Benton,PRECINCT 18,U.S. House,4,DEM,PETER A. DEFAZIO,6,100.00%
Benton,PRECINCT 18,U.S. House,4,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 18,U.S. House,4,DEM,Total,6,
Benton,PRECINCT 18,U.S. House,4,DEM,Under-Votes,0,0.00%
Benton,PRECINCT 18,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 18,U.S. House,4,DEM,Total Votes Cast,6,
Benton,PRECINCT 19,U.S. House,4,DEM,PETER A. DEFAZIO,348,91.10%
Benton,PRECINCT 19,U.S. House,4,DEM,Write-Ins,3,0.79%
Benton,PRECINCT 19,U.S. House,4,DEM,Total,351,
Benton,PRECINCT 19,U.S. House,4,DEM,Under-Votes,31,8.12%
Benton,PRECINCT 19,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 19,U.S. House,4,DEM,Total Votes Cast,382,
Benton,PRECINCT 20,U.S. House,4,DEM,PETER A. DEFAZIO,219,89.75%
Benton,PRECINCT 20,U.S. House,4,DEM,Write-Ins,1,0.41%
Benton,PRECINCT 20,U.S. House,4,DEM,Total,220,
Benton,PRECINCT 20,U.S. House,4,DEM,Under-Votes,24,9.84%
Benton,PRECINCT 20,U.S. House,4,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 20,U.S. House,4,DEM,Total Votes Cast,244,
Benton,PRECINCT 01,U.S. House,4,REP,JIM FELDKAMP,9,75.00%
Benton,PRECINCT 01,U.S. House,4,REP,Write-Ins,0,0.00%
Benton,PRECINCT 01,U.S. House,4,REP,Total,9,
Benton,PRECINCT 01,U.S. House,4,REP,Under-Votes,3,25.00%
Benton,PRECINCT 01,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 01,U.S. House,4,REP,Total Votes Cast,12,
Benton,PRECINCT 02,U.S. House,4,REP,JIM FELDKAMP,4,66.67%
Benton,PRECINCT 02,U.S. House,4,REP,Write-Ins,0,0.00%
Benton,PRECINCT 02,U.S. House,4,REP,Total,4,
Benton,PRECINCT 02,U.S. House,4,REP,Under-Votes,2,33.33%
Benton,PRECINCT 02,U.S. House,4,REP,Over-Votes,0,0.00%
Benton,PRECINCT 02,U.S. House,4,REP,Total Votes Cast,6,
Benton,PRECINCT 03,U.S. House,4,REP,JIM FELDKAMP,154,71.96%
Benton,PRECINCT 03,U.S. House,4,REP,Write-Ins,6,2.80%
Benton,PRECINCT 03,U.S. House,4,REP,Total,160,
