county,candidate,party,office,district,precinct,votes
Multnomah,Gordon Challstrom,REP,Governor,,4804,4
Multnomah,Tim Carr,REP,Governor,,4804,4
Multnomah,Dennis Richardson,REP,Governor,,4804,35
Multnomah,Mae Rafferty,REP,Governor,,4804,6
Multnomah,Darren Karr,REP,Governor,,4804,1
Multnomah,Write-ins,REP,Governor,,4804,0
Multnomah,Over Votes,REP,Governor,,4804,0
Multnomah,Under Votes,REP,Governor,,4804,5
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4805,10
Multnomah,John Kitzhaber,DEM,Governor,,4805,79
Multnomah,Write-ins,DEM,Governor,,4805,2
Multnomah,Over Votes,DEM,Governor,,4805,0
Multnomah,Under Votes,DEM,Governor,,4805,2
Multnomah,Bruce A Cuff,REP,Governor,,4805,4
Multnomah,Gordon Challstrom,REP,Governor,,4805,4
Multnomah,Tim Carr,REP,Governor,,4805,2
Multnomah,Dennis Richardson,REP,Governor,,4805,15
Multnomah,Mae Rafferty,REP,Governor,,4805,6
Multnomah,Darren Karr,REP,Governor,,4805,1
Multnomah,Write-ins,REP,Governor,,4805,0
Multnomah,Over Votes,REP,Governor,,4805,0
Multnomah,Under Votes,REP,Governor,,4805,2
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4806,22
Multnomah,John Kitzhaber,DEM,Governor,,4806,177
Multnomah,Write-ins,DEM,Governor,,4806,4
Multnomah,Over Votes,DEM,Governor,,4806,0
Multnomah,Under Votes,DEM,Governor,,4806,21
Multnomah,Bruce A Cuff,REP,Governor,,4806,10
Multnomah,Gordon Challstrom,REP,Governor,,4806,7
Multnomah,Tim Carr,REP,Governor,,4806,10
Multnomah,Dennis Richardson,REP,Governor,,4806,98
Multnomah,Mae Rafferty,REP,Governor,,4806,6
Multnomah,Darren Karr,REP,Governor,,4806,1
Multnomah,Write-ins,REP,Governor,,4806,2
Multnomah,Over Votes,REP,Governor,,4806,0
Multnomah,Under Votes,REP,Governor,,4806,19
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4807,37
Multnomah,John Kitzhaber,DEM,Governor,,4807,228
Multnomah,Write-ins,DEM,Governor,,4807,9
Multnomah,Over Votes,DEM,Governor,,4807,0
Multnomah,Under Votes,DEM,Governor,,4807,17
Multnomah,Bruce A Cuff,REP,Governor,,4807,13
Multnomah,Gordon Challstrom,REP,Governor,,4807,22
Multnomah,Tim Carr,REP,Governor,,4807,7
Multnomah,Dennis Richardson,REP,Governor,,4807,65
Multnomah,Mae Rafferty,REP,Governor,,4807,12
Multnomah,Darren Karr,REP,Governor,,4807,4
Multnomah,Write-ins,REP,Governor,,4807,1
Multnomah,Over Votes,REP,Governor,,4807,0
Multnomah,Under Votes,REP,Governor,,4807,15
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4901,1
Multnomah,John Kitzhaber,DEM,Governor,,4901,3
Multnomah,Write-ins,DEM,Governor,,4901,0
Multnomah,Over Votes,DEM,Governor,,4901,0
Multnomah,Under Votes,DEM,Governor,,4901,2
Multnomah,Bruce A Cuff,REP,Governor,,4901,1
Multnomah,Gordon Challstrom,REP,Governor,,4901,0
Multnomah,Tim Carr,REP,Governor,,4901,2
Multnomah,Dennis Richardson,REP,Governor,,4901,10
Multnomah,Mae Rafferty,REP,Governor,,4901,0
Multnomah,Darren Karr,REP,Governor,,4901,0
Multnomah,Write-ins,REP,Governor,,4901,0
Multnomah,Over Votes,REP,Governor,,4901,0
Multnomah,Under Votes,REP,Governor,,4901,3
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4902,0
Multnomah,John Kitzhaber,DEM,Governor,,4902,0
Multnomah,Write-ins,DEM,Governor,,4902,0
Multnomah,Over Votes,DEM,Governor,,4902,0
Multnomah,Under Votes,DEM,Governor,,4902,0
Multnomah,Bruce A Cuff,REP,Governor,,4902,0
Multnomah,Gordon Challstrom,REP,Governor,,4902,0
Multnomah,Tim Carr,REP,Governor,,4902,0
Multnomah,Dennis Richardson,REP,Governor,,4902,2
Multnomah,Mae Rafferty,REP,Governor,,4902,0
Multnomah,Darren Karr,REP,Governor,,4902,0
Multnomah,Write-ins,REP,Governor,,4902,0
Multnomah,Over Votes,REP,Governor,,4902,0
Multnomah,Under Votes,REP,Governor,,4902,2
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4903,35
Multnomah,John Kitzhaber,DEM,Governor,,4903,360
Multnomah,Write-ins,DEM,Governor,,4903,11
Multnomah,Over Votes,DEM,Governor,,4903,0
Multnomah,Under Votes,DEM,Governor,,4903,18
Multnomah,Bruce A Cuff,REP,Governor,,4903,27
Multnomah,Gordon Challstrom,REP,Governor,,4903,29
Multnomah,Tim Carr,REP,Governor,,4903,19
Multnomah,Dennis Richardson,REP,Governor,,4903,171
Multnomah,Mae Rafferty,REP,Governor,,4903,20
Multnomah,Darren Karr,REP,Governor,,4903,4
Multnomah,Write-ins,REP,Governor,,4903,3
Multnomah,Over Votes,REP,Governor,,4903,0
Multnomah,Under Votes,REP,Governor,,4903,38
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4904,32
Multnomah,John Kitzhaber,DEM,Governor,,4904,230
Multnomah,Write-ins,DEM,Governor,,4904,7
Multnomah,Over Votes,DEM,Governor,,4904,1
Multnomah,Under Votes,DEM,Governor,,4904,12
Multnomah,Bruce A Cuff,REP,Governor,,4904,26
Multnomah,Gordon Challstrom,REP,Governor,,4904,18
Multnomah,Tim Carr,REP,Governor,,4904,12
Multnomah,Dennis Richardson,REP,Governor,,4904,166
Multnomah,Mae Rafferty,REP,Governor,,4904,12
Multnomah,Darren Karr,REP,Governor,,4904,6
Multnomah,Write-ins,REP,Governor,,4904,1
Multnomah,Over Votes,REP,Governor,,4904,0
Multnomah,Under Votes,REP,Governor,,4904,30
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4905,28
Multnomah,John Kitzhaber,DEM,Governor,,4905,339
Multnomah,Write-ins,DEM,Governor,,4905,13
Multnomah,Over Votes,DEM,Governor,,4905,0
Multnomah,Under Votes,DEM,Governor,,4905,18
Multnomah,Bruce A Cuff,REP,Governor,,4905,25
Multnomah,Gordon Challstrom,REP,Governor,,4905,44
Multnomah,Tim Carr,REP,Governor,,4905,18
Multnomah,Dennis Richardson,REP,Governor,,4905,255
Multnomah,Mae Rafferty,REP,Governor,,4905,13
Multnomah,Darren Karr,REP,Governor,,4905,3
Multnomah,Write-ins,REP,Governor,,4905,1
Multnomah,Over Votes,REP,Governor,,4905,0
Multnomah,Under Votes,REP,Governor,,4905,31
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4906,16
Multnomah,John Kitzhaber,DEM,Governor,,4906,79
Multnomah,Write-ins,DEM,Governor,,4906,4
Multnomah,Over Votes,DEM,Governor,,4906,0
Multnomah,Under Votes,DEM,Governor,,4906,3
Multnomah,Bruce A Cuff,REP,Governor,,4906,6
Multnomah,Gordon Challstrom,REP,Governor,,4906,10
Multnomah,Tim Carr,REP,Governor,,4906,2
Multnomah,Dennis Richardson,REP,Governor,,4906,44
Multnomah,Mae Rafferty,REP,Governor,,4906,9
Multnomah,Darren Karr,REP,Governor,,4906,0
Multnomah,Write-ins,REP,Governor,,4906,1
Multnomah,Over Votes,REP,Governor,,4906,0
Multnomah,Under Votes,REP,Governor,,4906,6
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4907,1
Multnomah,John Kitzhaber,DEM,Governor,,4907,39
Multnomah,Write-ins,DEM,Governor,,4907,1
Multnomah,Over Votes,DEM,Governor,,4907,0
Multnomah,Under Votes,DEM,Governor,,4907,6
Multnomah,Bruce A Cuff,REP,Governor,,4907,3
Multnomah,Gordon Challstrom,REP,Governor,,4907,0
Multnomah,Tim Carr,REP,Governor,,4907,5
Multnomah,Dennis Richardson,REP,Governor,,4907,24
Multnomah,Mae Rafferty,REP,Governor,,4907,1
Multnomah,Darren Karr,REP,Governor,,4907,0
Multnomah,Write-ins,REP,Governor,,4907,0
Multnomah,Over Votes,REP,Governor,,4907,0
Multnomah,Under Votes,REP,Governor,,4907,3
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4908,36
Multnomah,John Kitzhaber,DEM,Governor,,4908,214
Multnomah,Write-ins,DEM,Governor,,4908,7
Multnomah,Over Votes,DEM,Governor,,4908,0
Multnomah,Under Votes,DEM,Governor,,4908,35
Multnomah,Bruce A Cuff,REP,Governor,,4908,15
Multnomah,Gordon Challstrom,REP,Governor,,4908,17
Multnomah,Tim Carr,REP,Governor,,4908,15
Multnomah,Dennis Richardson,REP,Governor,,4908,127
Multnomah,Mae Rafferty,REP,Governor,,4908,18
Multnomah,Darren Karr,REP,Governor,,4908,0
Multnomah,Write-ins,REP,Governor,,4908,2
Multnomah,Over Votes,REP,Governor,,4908,0
Multnomah,Under Votes,REP,Governor,,4908,65
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4909,57
Multnomah,John Kitzhaber,DEM,Governor,,4909,431
Multnomah,Write-ins,DEM,Governor,,4909,12
Multnomah,Over Votes,DEM,Governor,,4909,0
Multnomah,Under Votes,DEM,Governor,,4909,58
Multnomah,Bruce A Cuff,REP,Governor,,4909,18
Multnomah,Gordon Challstrom,REP,Governor,,4909,43
Multnomah,Tim Carr,REP,Governor,,4909,15
Multnomah,Dennis Richardson,REP,Governor,,4909,187
Multnomah,Mae Rafferty,REP,Governor,,4909,27
Multnomah,Darren Karr,REP,Governor,,4909,6
Multnomah,Write-ins,REP,Governor,,4909,3
Multnomah,Over Votes,REP,Governor,,4909,0
Multnomah,Under Votes,REP,Governor,,4909,74
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4910,44
Multnomah,John Kitzhaber,DEM,Governor,,4910,296
Multnomah,Write-ins,DEM,Governor,,4910,7
Multnomah,Over Votes,DEM,Governor,,4910,0
Multnomah,Under Votes,DEM,Governor,,4910,43
Multnomah,Bruce A Cuff,REP,Governor,,4910,14
Multnomah,Gordon Challstrom,REP,Governor,,4910,29
Multnomah,Tim Carr,REP,Governor,,4910,11
Multnomah,Dennis Richardson,REP,Governor,,4910,182
Multnomah,Mae Rafferty,REP,Governor,,4910,23
Multnomah,Darren Karr,REP,Governor,,4910,1
Multnomah,Write-ins,REP,Governor,,4910,4
Multnomah,Over Votes,REP,Governor,,4910,1
Multnomah,Under Votes,REP,Governor,,4910,56
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,4911,62
Multnomah,John Kitzhaber,DEM,Governor,,4911,351
Multnomah,Write-ins,DEM,Governor,,4911,5
Multnomah,Over Votes,DEM,Governor,,4911,0
Multnomah,Under Votes,DEM,Governor,,4911,47
Multnomah,Bruce A Cuff,REP,Governor,,4911,32
Multnomah,Gordon Challstrom,REP,Governor,,4911,20
Multnomah,Tim Carr,REP,Governor,,4911,11
Multnomah,Dennis Richardson,REP,Governor,,4911,166
Multnomah,Mae Rafferty,REP,Governor,,4911,26
Multnomah,Darren Karr,REP,Governor,,4911,3
Multnomah,Write-ins,REP,Governor,,4911,3
Multnomah,Over Votes,REP,Governor,,4911,0
Multnomah,Under Votes,REP,Governor,,4911,42
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5001,48
Multnomah,John Kitzhaber,DEM,Governor,,5001,301
Multnomah,Write-ins,DEM,Governor,,5001,7
Multnomah,Over Votes,DEM,Governor,,5001,0
Multnomah,Under Votes,DEM,Governor,,5001,45
Multnomah,Bruce A Cuff,REP,Governor,,5001,18
Multnomah,Gordon Challstrom,REP,Governor,,5001,14
Multnomah,Tim Carr,REP,Governor,,5001,13
Multnomah,Dennis Richardson,REP,Governor,,5001,129
Multnomah,Mae Rafferty,REP,Governor,,5001,13
Multnomah,Darren Karr,REP,Governor,,5001,1
Multnomah,Write-ins,REP,Governor,,5001,2
Multnomah,Over Votes,REP,Governor,,5001,0
Multnomah,Under Votes,REP,Governor,,5001,32
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5002,58
Multnomah,John Kitzhaber,DEM,Governor,,5002,372
Multnomah,Write-ins,DEM,Governor,,5002,13
Multnomah,Over Votes,DEM,Governor,,5002,0
Multnomah,Under Votes,DEM,Governor,,5002,58
Multnomah,Bruce A Cuff,REP,Governor,,5002,37
Multnomah,Gordon Challstrom,REP,Governor,,5002,40
Multnomah,Tim Carr,REP,Governor,,5002,24
Multnomah,Dennis Richardson,REP,Governor,,5002,266
Multnomah,Mae Rafferty,REP,Governor,,5002,21
Multnomah,Darren Karr,REP,Governor,,5002,1
Multnomah,Write-ins,REP,Governor,,5002,5
Multnomah,Over Votes,REP,Governor,,5002,0
Multnomah,Under Votes,REP,Governor,,5002,96
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5003,51
Multnomah,John Kitzhaber,DEM,Governor,,5003,479
Multnomah,Write-ins,DEM,Governor,,5003,9
Multnomah,Over Votes,DEM,Governor,,5003,0
Multnomah,Under Votes,DEM,Governor,,5003,72
Multnomah,Bruce A Cuff,REP,Governor,,5003,50
Multnomah,Gordon Challstrom,REP,Governor,,5003,29
Multnomah,Tim Carr,REP,Governor,,5003,15
Multnomah,Dennis Richardson,REP,Governor,,5003,236
Multnomah,Mae Rafferty,REP,Governor,,5003,24
Multnomah,Darren Karr,REP,Governor,,5003,3
Multnomah,Write-ins,REP,Governor,,5003,4
Multnomah,Over Votes,REP,Governor,,5003,0
Multnomah,Under Votes,REP,Governor,,5003,84
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5004,45
Multnomah,John Kitzhaber,DEM,Governor,,5004,413
Multnomah,Write-ins,DEM,Governor,,5004,10
Multnomah,Over Votes,DEM,Governor,,5004,0
Multnomah,Under Votes,DEM,Governor,,5004,60
Multnomah,Bruce A Cuff,REP,Governor,,5004,30
Multnomah,Gordon Challstrom,REP,Governor,,5004,43
Multnomah,Tim Carr,REP,Governor,,5004,26
Multnomah,Dennis Richardson,REP,Governor,,5004,305
Multnomah,Mae Rafferty,REP,Governor,,5004,23
Multnomah,Darren Karr,REP,Governor,,5004,4
Multnomah,Write-ins,REP,Governor,,5004,3
Multnomah,Over Votes,REP,Governor,,5004,0
Multnomah,Under Votes,REP,Governor,,5004,100
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5005,28
Multnomah,John Kitzhaber,DEM,Governor,,5005,195
Multnomah,Write-ins,DEM,Governor,,5005,5
Multnomah,Over Votes,DEM,Governor,,5005,0
Multnomah,Under Votes,DEM,Governor,,5005,42
Multnomah,Bruce A Cuff,REP,Governor,,5005,21
Multnomah,Gordon Challstrom,REP,Governor,,5005,20
Multnomah,Tim Carr,REP,Governor,,5005,8
Multnomah,Dennis Richardson,REP,Governor,,5005,103
Multnomah,Mae Rafferty,REP,Governor,,5005,10
Multnomah,Darren Karr,REP,Governor,,5005,0
Multnomah,Write-ins,REP,Governor,,5005,0
Multnomah,Over Votes,REP,Governor,,5005,0
Multnomah,Under Votes,REP,Governor,,5005,35
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5006,48
Multnomah,John Kitzhaber,DEM,Governor,,5006,325
Multnomah,Write-ins,DEM,Governor,,5006,6
Multnomah,Over Votes,DEM,Governor,,5006,0
Multnomah,Under Votes,DEM,Governor,,5006,51
Multnomah,Bruce A Cuff,REP,Governor,,5006,40
Multnomah,Gordon Challstrom,REP,Governor,,5006,27
Multnomah,Tim Carr,REP,Governor,,5006,12
Multnomah,Dennis Richardson,REP,Governor,,5006,224
Multnomah,Mae Rafferty,REP,Governor,,5006,25
Multnomah,Darren Karr,REP,Governor,,5006,4
Multnomah,Write-ins,REP,Governor,,5006,6
Multnomah,Over Votes,REP,Governor,,5006,0
Multnomah,Under Votes,REP,Governor,,5006,69
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5007,57
Multnomah,John Kitzhaber,DEM,Governor,,5007,331
Multnomah,Write-ins,DEM,Governor,,5007,15
Multnomah,Over Votes,DEM,Governor,,5007,0
Multnomah,Under Votes,DEM,Governor,,5007,52
Multnomah,Bruce A Cuff,REP,Governor,,5007,22
Multnomah,Gordon Challstrom,REP,Governor,,5007,23
Multnomah,Tim Carr,REP,Governor,,5007,16
Multnomah,Dennis Richardson,REP,Governor,,5007,171
Multnomah,Mae Rafferty,REP,Governor,,5007,17
Multnomah,Darren Karr,REP,Governor,,5007,1
Multnomah,Write-ins,REP,Governor,,5007,1
Multnomah,Over Votes,REP,Governor,,5007,0
Multnomah,Under Votes,REP,Governor,,5007,56
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5008,41
Multnomah,John Kitzhaber,DEM,Governor,,5008,388
Multnomah,Write-ins,DEM,Governor,,5008,11
Multnomah,Over Votes,DEM,Governor,,5008,0
Multnomah,Under Votes,DEM,Governor,,5008,60
Multnomah,Bruce A Cuff,REP,Governor,,5008,27
Multnomah,Gordon Challstrom,REP,Governor,,5008,32
Multnomah,Tim Carr,REP,Governor,,5008,9
Multnomah,Dennis Richardson,REP,Governor,,5008,208
Multnomah,Mae Rafferty,REP,Governor,,5008,22
Multnomah,Darren Karr,REP,Governor,,5008,5
Multnomah,Write-ins,REP,Governor,,5008,2
Multnomah,Over Votes,REP,Governor,,5008,0
Multnomah,Under Votes,REP,Governor,,5008,89
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5009,14
Multnomah,John Kitzhaber,DEM,Governor,,5009,76
Multnomah,Write-ins,DEM,Governor,,5009,4
Multnomah,Over Votes,DEM,Governor,,5009,0
Multnomah,Under Votes,DEM,Governor,,5009,11
Multnomah,Bruce A Cuff,REP,Governor,,5009,5
Multnomah,Gordon Challstrom,REP,Governor,,5009,1
Multnomah,Tim Carr,REP,Governor,,5009,2
Multnomah,Dennis Richardson,REP,Governor,,5009,28
Multnomah,Mae Rafferty,REP,Governor,,5009,2
Multnomah,Darren Karr,REP,Governor,,5009,0
Multnomah,Write-ins,REP,Governor,,5009,0
Multnomah,Over Votes,REP,Governor,,5009,0
Multnomah,Under Votes,REP,Governor,,5009,5
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5101,9
Multnomah,John Kitzhaber,DEM,Governor,,5101,64
Multnomah,Write-ins,DEM,Governor,,5101,2
Multnomah,Over Votes,DEM,Governor,,5101,0
Multnomah,Under Votes,DEM,Governor,,5101,11
Multnomah,Bruce A Cuff,REP,Governor,,5101,5
Multnomah,Gordon Challstrom,REP,Governor,,5101,2
Multnomah,Tim Carr,REP,Governor,,5101,3
Multnomah,Dennis Richardson,REP,Governor,,5101,19
Multnomah,Mae Rafferty,REP,Governor,,5101,4
Multnomah,Darren Karr,REP,Governor,,5101,2
Multnomah,Write-ins,REP,Governor,,5101,2
Multnomah,Over Votes,REP,Governor,,5101,0
Multnomah,Under Votes,REP,Governor,,5101,4
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5102,57
Multnomah,John Kitzhaber,DEM,Governor,,5102,393
Multnomah,Write-ins,DEM,Governor,,5102,15
Multnomah,Over Votes,DEM,Governor,,5102,0
Multnomah,Under Votes,DEM,Governor,,5102,50
Multnomah,Bruce A Cuff,REP,Governor,,5102,22
Multnomah,Gordon Challstrom,REP,Governor,,5102,27
Multnomah,Tim Carr,REP,Governor,,5102,28
Multnomah,Dennis Richardson,REP,Governor,,5102,196
Multnomah,Mae Rafferty,REP,Governor,,5102,21
Multnomah,Darren Karr,REP,Governor,,5102,4
Multnomah,Write-ins,REP,Governor,,5102,4
Multnomah,Over Votes,REP,Governor,,5102,0
Multnomah,Under Votes,REP,Governor,,5102,38
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5103,19
Multnomah,John Kitzhaber,DEM,Governor,,5103,227
Multnomah,Write-ins,DEM,Governor,,5103,3
Multnomah,Over Votes,DEM,Governor,,5103,0
Multnomah,Under Votes,DEM,Governor,,5103,22
Multnomah,Bruce A Cuff,REP,Governor,,5103,20
Multnomah,Gordon Challstrom,REP,Governor,,5103,20
Multnomah,Tim Carr,REP,Governor,,5103,14
Multnomah,Dennis Richardson,REP,Governor,,5103,109
Multnomah,Mae Rafferty,REP,Governor,,5103,4
Multnomah,Darren Karr,REP,Governor,,5103,1
Multnomah,Write-ins,REP,Governor,,5103,3
Multnomah,Over Votes,REP,Governor,,5103,0
Multnomah,Under Votes,REP,Governor,,5103,22
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5104,59
Multnomah,John Kitzhaber,DEM,Governor,,5104,370
Multnomah,Write-ins,DEM,Governor,,5104,17
Multnomah,Over Votes,DEM,Governor,,5104,0
Multnomah,Under Votes,DEM,Governor,,5104,36
Multnomah,Bruce A Cuff,REP,Governor,,5104,29
Multnomah,Gordon Challstrom,REP,Governor,,5104,28
Multnomah,Tim Carr,REP,Governor,,5104,20
Multnomah,Dennis Richardson,REP,Governor,,5104,179
Multnomah,Mae Rafferty,REP,Governor,,5104,16
Multnomah,Darren Karr,REP,Governor,,5104,1
Multnomah,Write-ins,REP,Governor,,5104,1
Multnomah,Over Votes,REP,Governor,,5104,0
Multnomah,Under Votes,REP,Governor,,5104,37
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5105,9
Multnomah,John Kitzhaber,DEM,Governor,,5105,23
Multnomah,Write-ins,DEM,Governor,,5105,1
Multnomah,Over Votes,DEM,Governor,,5105,0
Multnomah,Under Votes,DEM,Governor,,5105,1
Multnomah,Bruce A Cuff,REP,Governor,,5105,8
Multnomah,Gordon Challstrom,REP,Governor,,5105,5
Multnomah,Tim Carr,REP,Governor,,5105,4
Multnomah,Dennis Richardson,REP,Governor,,5105,32
Multnomah,Mae Rafferty,REP,Governor,,5105,3
Multnomah,Darren Karr,REP,Governor,,5105,2
Multnomah,Write-ins,REP,Governor,,5105,0
Multnomah,Over Votes,REP,Governor,,5105,0
Multnomah,Under Votes,REP,Governor,,5105,1
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5106,19
Multnomah,John Kitzhaber,DEM,Governor,,5106,144
Multnomah,Write-ins,DEM,Governor,,5106,4
Multnomah,Over Votes,DEM,Governor,,5106,0
Multnomah,Under Votes,DEM,Governor,,5106,17
Multnomah,Bruce A Cuff,REP,Governor,,5106,20
Multnomah,Gordon Challstrom,REP,Governor,,5106,11
Multnomah,Tim Carr,REP,Governor,,5106,4
Multnomah,Dennis Richardson,REP,Governor,,5106,89
Multnomah,Mae Rafferty,REP,Governor,,5106,5
Multnomah,Darren Karr,REP,Governor,,5106,0
Multnomah,Write-ins,REP,Governor,,5106,1
Multnomah,Over Votes,REP,Governor,,5106,0
Multnomah,Under Votes,REP,Governor,,5106,26
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5107,10
Multnomah,John Kitzhaber,DEM,Governor,,5107,64
Multnomah,Write-ins,DEM,Governor,,5107,0
Multnomah,Over Votes,DEM,Governor,,5107,0
Multnomah,Under Votes,DEM,Governor,,5107,4
Multnomah,Bruce A Cuff,REP,Governor,,5107,4
Multnomah,Gordon Challstrom,REP,Governor,,5107,7
Multnomah,Tim Carr,REP,Governor,,5107,4
Multnomah,Dennis Richardson,REP,Governor,,5107,58
Multnomah,Mae Rafferty,REP,Governor,,5107,7
Multnomah,Darren Karr,REP,Governor,,5107,1
Multnomah,Write-ins,REP,Governor,,5107,0
Multnomah,Over Votes,REP,Governor,,5107,0
Multnomah,Under Votes,REP,Governor,,5107,25
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5202,65
Multnomah,John Kitzhaber,DEM,Governor,,5202,430
Multnomah,Write-ins,DEM,Governor,,5202,5
Multnomah,Over Votes,DEM,Governor,,5202,0
Multnomah,Under Votes,DEM,Governor,,5202,81
Multnomah,Bruce A Cuff,REP,Governor,,5202,41
Multnomah,Gordon Challstrom,REP,Governor,,5202,41
Multnomah,Tim Carr,REP,Governor,,5202,19
Multnomah,Dennis Richardson,REP,Governor,,5202,269
Multnomah,Mae Rafferty,REP,Governor,,5202,23
Multnomah,Darren Karr,REP,Governor,,5202,4
Multnomah,Write-ins,REP,Governor,,5202,3
Multnomah,Over Votes,REP,Governor,,5202,0
Multnomah,Under Votes,REP,Governor,,5202,156
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5203,16
Multnomah,John Kitzhaber,DEM,Governor,,5203,141
Multnomah,Write-ins,DEM,Governor,,5203,6
Multnomah,Over Votes,DEM,Governor,,5203,0
Multnomah,Under Votes,DEM,Governor,,5203,14
Multnomah,Bruce A Cuff,REP,Governor,,5203,16
Multnomah,Gordon Challstrom,REP,Governor,,5203,17
Multnomah,Tim Carr,REP,Governor,,5203,10
Multnomah,Dennis Richardson,REP,Governor,,5203,165
Multnomah,Mae Rafferty,REP,Governor,,5203,10
Multnomah,Darren Karr,REP,Governor,,5203,1
Multnomah,Write-ins,REP,Governor,,5203,3
Multnomah,Over Votes,REP,Governor,,5203,0
Multnomah,Under Votes,REP,Governor,,5203,27
Multnomah,Ifeanyichukwu C Diru,DEM,Governor,,5204,47
Multnomah,John Kitzhaber,DEM,Governor,,5204,240
Multnomah,Write-ins,DEM,Governor,,5204,5
Multnomah,Over Votes,DEM,Governor,,5204,0
Multnomah,Under Votes,DEM,Governor,,5204,43
Multnomah,Bruce A Cuff,REP,Governor,,5204,22
Multnomah,Gordon Challstrom,REP,Governor,,5204,27
Multnomah,Tim Carr,REP,Governor,,5204,16
Multnomah,Dennis Richardson,REP,Governor,,5204,206
Multnomah,Mae Rafferty,REP,Governor,,5204,15
Multnomah,Darren Karr,REP,Governor,,5204,1
Multnomah,Write-ins,REP,Governor,,5204,2
Multnomah,Over Votes,REP,Governor,,5204,0
Multnomah,Under Votes,REP,Governor,,5204,59
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,2701,16
Multnomah,Write-ins,DEM,"U.S. Representative,District 1",1,2701,0
Multnomah,Over Votes,DEM,"U.S. Representative,District 1",1,2701,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 1",1,2701,3
Multnomah,Delinda Delgado Morgan,REP,"U.S. Representative,District 1",1,2701,0
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,2701,2
Multnomah,Bob Niemeyer,REP,"U.S. Representative,District 1",1,2701,0
Multnomah,Write-ins,REP,"U.S. Representative,District 1",1,2701,0
Multnomah,Over Votes,REP,"U.S. Representative,District 1",1,2701,0
Multnomah,Under Votes,REP,"U.S. Representative,District 1",1,2701,1
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3101,157
Multnomah,Write-ins,DEM,"U.S. Representative,District 1",1,3101,1
Multnomah,Over Votes,DEM,"U.S. Representative,District 1",1,3101,1
Multnomah,Under Votes,DEM,"U.S. Representative,District 1",1,3101,67
Multnomah,Delinda Delgado Morgan,REP,"U.S. Representative,District 1",1,3101,31
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3101,23
Multnomah,Bob Niemeyer,REP,"U.S. Representative,District 1",1,3101,13
Multnomah,Write-ins,REP,"U.S. Representative,District 1",1,3101,0
Multnomah,Over Votes,REP,"U.S. Representative,District 1",1,3101,0
Multnomah,Under Votes,REP,"U.S. Representative,District 1",1,3101,26
Multnomah,Suzanne Bonamici,DEM,"U.S. Representative,District 1",1,3102,253
Multnomah,Write-ins,DEM,"U.S. Representative,District 1",1,3102,3
Multnomah,Over Votes,DEM,"U.S. Representative,District 1",1,3102,0
Multnomah,Under Votes,DEM,"U.S. Representative,District 1",1,3102,79
Multnomah,Delinda Delgado Morgan,REP,"U.S. Representative,District 1",1,3102,53
Multnomah,Jason Yates,REP,"U.S. Representative,District 1",1,3102,42
Multnomah,Bob Niemeyer,REP,"U.S. Representative,District 1",1,3102,24
Multnomah,Write-ins,REP,"U.S. Representative,District 1",1,3102,0
Multnomah,Over Votes,REP,"U.S. Representative,District 1",1,3102,0
Multnomah,Under Votes,REP,"U.S. Representative,District 1",1,3102,53
