county,precinct,office,district,candidate,party,votes,,
Lincoln,14 Agate Beach,U.S House,5,Kurt Schrader,DEM,609,,
Lincoln,14 Agate Beach,U.S House,5,Write-In,,1,,
Lincoln,14 Agate Beach,U.S House,5,Overvotes,,0,,
Lincoln,14 Agate Beach,U.S House,5,Undervotes,,33,,
Lincoln,14 Agate Beach,Secretary of State,,Nathalie Paravicini,PGP,35,,
Lincoln,14 Agate Beach,Secretary of State,,Kyle Markley,LBT,21,,
Lincoln,14 Agate Beach,Secretary of State,,Kim Thatcher,REP,464,,
Lincoln,14 Agate Beach,Secretary of State,,Shemia Fagan,DEM,557,,
Lincoln,14 Agate Beach,Secretary of State,,Write-In,,1,,
Lincoln,14 Agate Beach,Secretary of State,,Overvotes,,0,,
Lincoln,14 Agate Beach,Secretary of State,,Undervotes,,39,,
Lincoln,14 Agate Beach,State Treasurer,,Michael P. Marsh,CON,25,,
Lincoln,14 Agate Beach,State Treasurer,,Tobias Read,DEM,572,,
Lincoln,14 Agate Beach,State Treasurer,,Chris Henry,IND,47,,
Lincoln,14 Agate Beach,State Treasurer,,Jeff Gudman,REP,430,,
Lincoln,14 Agate Beach,State Treasurer,,Write-In,,0,,
Lincoln,14 Agate Beach,State Treasurer,,Overvotes,,0,,
Lincoln,14 Agate Beach,State Treasurer,,Undervotes,,43,,
Lincoln,14 Agate Beach,Attorney General,,Ellen Rosenblum,DEM,629,,
Lincoln,14 Agate Beach,Attorney General,,Lars D.H. Hedbor,LBT,18,,
Lincoln,14 Agate Beach,Attorney General,,Michael Cross,REP,431,,
Lincoln,14 Agate Beach,Attorney General,,Write-In,,0,,
Lincoln,14 Agate Beach,Attorney General,,Overvotes,,0,,
Lincoln,14 Agate Beach,Attorney General,,Undervotes,,39,,
Lincoln,14 Agate Beach,State Senate,5,Dick Anderson,REP,459,,
Lincoln,14 Agate Beach,State Senate,5,Shauleen Higgins,PGP,29,,
Lincoln,14 Agate Beach,State Senate,5,Melissa T. Cribbins,DEM,591,,
Lincoln,14 Agate Beach,State Senate,5,Write-In,,0,,
Lincoln,14 Agate Beach,State Senate,5,Overvotes,,0,,
Lincoln,14 Agate Beach,State Senate,5,Undervotes,,38,,
Lincoln,14 Agate Beach,State House,9,Cal Mukumoto,DEM,,,
Lincoln,14 Agate Beach,State House,9,Boomer Wright,REP,,,
Lincoln,14 Agate Beach,State House,9,Write-In,,,,
Lincoln,14 Agate Beach,State House,9,Overvotes,,,,
Lincoln,14 Agate Beach,State House,9,Undervotes,,,,
Lincoln,14 Agate Beach,State House,10,David Gomberg,DEM,620,,
Lincoln,14 Agate Beach,State House,10,Max Sherman,REP,450,,
Lincoln,14 Agate Beach,State House,10,Write-In,,0,,
Lincoln,14 Agate Beach,State House,10,Overvotes,,0,,
Lincoln,14 Agate Beach,State House,10,Undervotes,,47,,
Lincoln,15 Otter Rock,Registered Voters,,,,382,,
Lincoln,15 Otter Rock,Ballots Cast,,,,348,,
Lincoln,15 Otter Rock,Ballots Cast Blank,,,,0,,
Lincoln,15 Otter Rock,President,,Donald J. Trump / Michael R. Pence,REP,120,,
Lincoln,15 Otter Rock,President,,Joseph R. Biden / Kamala D. Harris,DEM,222,,
Lincoln,15 Otter Rock,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,2,,
Lincoln,15 Otter Rock,President,,Howie Hawkins / Angela Walker,PGP,0,,
Lincoln,15 Otter Rock,President,,Dario Hunter / Dawn Neptune Adams,PRO,1,,
Lincoln,15 Otter Rock,President,,Write-In,,2,,
Lincoln,15 Otter Rock,President,,Overvotes,,0,,
Lincoln,15 Otter Rock,President,,Undervotes,,1,,
Lincoln,15 Otter Rock,U.S. Senate,,Jo Rae Perkins,REP,122,,
Lincoln,15 Otter Rock,U.S. Senate,,Jeff Merkley,DEM,216,,
Lincoln,15 Otter Rock,U.S. Senate,,Ibrahim A. Taher,PGP,4,,
Lincoln,15 Otter Rock,U.S. Senate,,Gary Dye,LBT,0,,
Lincoln,15 Otter Rock,U.S. Senate,,Write-In,,0,,
Lincoln,15 Otter Rock,U.S. Senate,,Overvotes,,0,,
Lincoln,15 Otter Rock,U.S. Senate,,Undervotes,,6,,
Lincoln,15 Otter Rock,U.S House,5,Matthew James Rix,LBT,3,,
Lincoln,15 Otter Rock,U.S House,5,Amy Ryan Courser,REP,124,,
Lincoln,15 Otter Rock,U.S House,5,Kurt Schrader,DEM,218,,
Lincoln,15 Otter Rock,U.S House,5,Write-In,,1,,
Lincoln,15 Otter Rock,U.S House,5,Overvotes,,0,,
Lincoln,15 Otter Rock,U.S House,5,Undervotes,,2,,
Lincoln,15 Otter Rock,Secretary of State,,Nathalie Paravicini,PGP,7,,
Lincoln,15 Otter Rock,Secretary of State,,Kyle Markley,LBT,4,,
Lincoln,15 Otter Rock,Secretary of State,,Kim Thatcher,REP,131,,
Lincoln,15 Otter Rock,Secretary of State,,Shemia Fagan,DEM,197,,
Lincoln,15 Otter Rock,Secretary of State,,Write-In,,0,,
Lincoln,15 Otter Rock,Secretary of State,,Overvotes,,0,,
Lincoln,15 Otter Rock,Secretary of State,,Undervotes,,9,,
Lincoln,15 Otter Rock,State Treasurer,,Michael P. Marsh,CON,1,,
Lincoln,15 Otter Rock,State Treasurer,,Tobias Read,DEM,194,,
Lincoln,15 Otter Rock,State Treasurer,,Chris Henry,IND,10,,
Lincoln,15 Otter Rock,State Treasurer,,Jeff Gudman,REP,132,,
Lincoln,15 Otter Rock,State Treasurer,,Write-In,,2,,
Lincoln,15 Otter Rock,State Treasurer,,Overvotes,,0,,
Lincoln,15 Otter Rock,State Treasurer,,Undervotes,,9,,
Lincoln,15 Otter Rock,Attorney General,,Ellen Rosenblum,DEM,209,,
Lincoln,15 Otter Rock,Attorney General,,Lars D.H. Hedbor,LBT,5,,
Lincoln,15 Otter Rock,Attorney General,,Michael Cross,REP,127,,
Lincoln,15 Otter Rock,Attorney General,,Write-In,,0,,
Lincoln,15 Otter Rock,Attorney General,,Overvotes,,0,,
Lincoln,15 Otter Rock,Attorney General,,Undervotes,,7,,
Lincoln,15 Otter Rock,State Senate,5,Dick Anderson,REP,134,,
Lincoln,15 Otter Rock,State Senate,5,Shauleen Higgins,PGP,12,,
Lincoln,15 Otter Rock,State Senate,5,Melissa T. Cribbins,DEM,192,,
Lincoln,15 Otter Rock,State Senate,5,Write-In,,0,,
Lincoln,15 Otter Rock,State Senate,5,Overvotes,,0,,
Lincoln,15 Otter Rock,State Senate,5,Undervotes,,10,,
Lincoln,15 Otter Rock,State House,9,Cal Mukumoto,DEM,,,
Lincoln,15 Otter Rock,State House,9,Boomer Wright,REP,,,
Lincoln,15 Otter Rock,State House,9,Write-In,,,,
Lincoln,15 Otter Rock,State House,9,Overvotes,,,,
Lincoln,15 Otter Rock,State House,9,Undervotes,,,,
Lincoln,15 Otter Rock,State House,10,David Gomberg,DEM,204,,
Lincoln,15 Otter Rock,State House,10,Max Sherman,REP,134,,
Lincoln,15 Otter Rock,State House,10,Write-In,,1,,
Lincoln,15 Otter Rock,State House,10,Overvotes,,0,,
Lincoln,15 Otter Rock,State House,10,Undervotes,,9,,
Lincoln,16 Depoe Bay,Registered Voters,,,,1288,,
Lincoln,16 Depoe Bay,Ballots Cast,,,,1120,,
Lincoln,16 Depoe Bay,Ballots Cast Blank,,,,1,,
Lincoln,16 Depoe Bay,President,,Donald J. Trump / Michael R. Pence,REP,451,,
Lincoln,16 Depoe Bay,President,,Joseph R. Biden / Kamala D. Harris,DEM,631,,
Lincoln,16 Depoe Bay,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,23,,
Lincoln,16 Depoe Bay,President,,Howie Hawkins / Angela Walker,PGP,1,,
Lincoln,16 Depoe Bay,President,,Dario Hunter / Dawn Neptune Adams,PRO,2,,
Lincoln,16 Depoe Bay,President,,Write-In,,3,,
Lincoln,16 Depoe Bay,President,,Overvotes,,1,,
Lincoln,16 Depoe Bay,President,,Undervotes,,8,,
Lincoln,16 Depoe Bay,U.S. Senate,,Jo Rae Perkins,REP,427,,
Lincoln,16 Depoe Bay,U.S. Senate,,Jeff Merkley,DEM,637,,
Lincoln,16 Depoe Bay,U.S. Senate,,Ibrahim A. Taher,PGP,13,,
Lincoln,16 Depoe Bay,U.S. Senate,,Gary Dye,LBT,24,,
Lincoln,16 Depoe Bay,U.S. Senate,,Write-In,,0,,
Lincoln,16 Depoe Bay,U.S. Senate,,Overvotes,,1,,
Lincoln,16 Depoe Bay,U.S. Senate,,Undervotes,,18,,
Lincoln,16 Depoe Bay,U.S House,5,Matthew James Rix,LBT,34,,
Lincoln,16 Depoe Bay,U.S House,5,Amy Ryan Courser,REP,454,,
Lincoln,16 Depoe Bay,U.S House,5,Kurt Schrader,DEM,608,,
Lincoln,16 Depoe Bay,U.S House,5,Write-In,,0,,
Lincoln,16 Depoe Bay,U.S House,5,Overvotes,,1,,
Lincoln,16 Depoe Bay,U.S House,5,Undervotes,,23,,
Lincoln,16 Depoe Bay,Secretary of State,,Nathalie Paravicini,PGP,22,,
Lincoln,16 Depoe Bay,Secretary of State,,Kyle Markley,LBT,32,,
Lincoln,16 Depoe Bay,Secretary of State,,Kim Thatcher,REP,468,,
Lincoln,16 Depoe Bay,Secretary of State,,Shemia Fagan,DEM,556,,
Lincoln,16 Depoe Bay,Secretary of State,,Write-In,,0,,
Lincoln,16 Depoe Bay,Secretary of State,,Overvotes,,2,,
Lincoln,16 Depoe Bay,Secretary of State,,Undervotes,,40,,
Lincoln,16 Depoe Bay,State Treasurer,,Michael P. Marsh,CON,27,,
Lincoln,16 Depoe Bay,State Treasurer,,Tobias Read,DEM,575,,
Lincoln,16 Depoe Bay,State Treasurer,,Chris Henry,IND,48,,
Lincoln,16 Depoe Bay,State Treasurer,,Jeff Gudman,REP,429,,
Lincoln,16 Depoe Bay,State Treasurer,,Write-In,,0,,
Lincoln,16 Depoe Bay,State Treasurer,,Overvotes,,1,,
Lincoln,16 Depoe Bay,State Treasurer,,Undervotes,,40,,
Lincoln,16 Depoe Bay,Attorney General,,Ellen Rosenblum,DEM,609,,
Lincoln,16 Depoe Bay,Attorney General,,Lars D.H. Hedbor,LBT,27,,
Lincoln,16 Depoe Bay,Attorney General,,Michael Cross,REP,448,,
Lincoln,16 Depoe Bay,Attorney General,,Write-In,,3,,
Lincoln,16 Depoe Bay,Attorney General,,Overvotes,,0,,
Lincoln,16 Depoe Bay,Attorney General,,Undervotes,,33,,
Lincoln,16 Depoe Bay,State Senate,5,Dick Anderson,REP,471,,
Lincoln,16 Depoe Bay,State Senate,5,Shauleen Higgins,PGP,37,,
Lincoln,16 Depoe Bay,State Senate,5,Melissa T. Cribbins,DEM,561,,
Lincoln,16 Depoe Bay,State Senate,5,Write-In,,0,,
Lincoln,16 Depoe Bay,State Senate,5,Overvotes,,0,,
Lincoln,16 Depoe Bay,State Senate,5,Undervotes,,51,,
Lincoln,16 Depoe Bay,State House,9,Cal Mukumoto,DEM,,,
Lincoln,16 Depoe Bay,State House,9,Boomer Wright,REP,,,
Lincoln,16 Depoe Bay,State House,9,Write-In,,,,
Lincoln,16 Depoe Bay,State House,9,Overvotes,,,,
Lincoln,16 Depoe Bay,State House,9,Undervotes,,,,
Lincoln,16 Depoe Bay,State House,10,David Gomberg,DEM,619,,
Lincoln,16 Depoe Bay,State House,10,Max Sherman,REP,452,,
Lincoln,16 Depoe Bay,State House,10,Write-In,,1,,
Lincoln,16 Depoe Bay,State House,10,Overvotes,,0,,
Lincoln,16 Depoe Bay,State House,10,Undervotes,,48,,
Lincoln,17 Fogarty Creek,Registered Voters,,,,1404,,
Lincoln,17 Fogarty Creek,Ballots Cast,,,,1173,,
Lincoln,17 Fogarty Creek,Ballots Cast Blank,,,,1,,
Lincoln,17 Fogarty Creek,President,,Donald J. Trump / Michael R. Pence,REP,471,,
Lincoln,17 Fogarty Creek,President,,Joseph R. Biden / Kamala D. Harris,DEM,666,,
Lincoln,17 Fogarty Creek,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,9,,
Lincoln,17 Fogarty Creek,President,,Howie Hawkins / Angela Walker,PGP,8,,
Lincoln,17 Fogarty Creek,President,,Dario Hunter / Dawn Neptune Adams,PRO,2,,
Lincoln,17 Fogarty Creek,President,,Write-In,,7,,
Lincoln,17 Fogarty Creek,President,,Overvotes,,1,,
Lincoln,17 Fogarty Creek,President,,Undervotes,,9,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Jo Rae Perkins,REP,431,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Jeff Merkley,DEM,683,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Ibrahim A. Taher,PGP,11,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Gary Dye,LBT,19,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Write-In,,0,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Overvotes,,1,,
Lincoln,17 Fogarty Creek,U.S. Senate,,Undervotes,,28,,
Lincoln,17 Fogarty Creek,U.S House,5,Matthew James Rix,LBT,18,,
Lincoln,17 Fogarty Creek,U.S House,5,Amy Ryan Courser,REP,452,,
Lincoln,17 Fogarty Creek,U.S House,5,Kurt Schrader,DEM,659,,
Lincoln,17 Fogarty Creek,U.S House,5,Write-In,,1,,
Lincoln,17 Fogarty Creek,U.S House,5,Overvotes,,0,,
Lincoln,17 Fogarty Creek,U.S House,5,Undervotes,,43,,
Lincoln,17 Fogarty Creek,Secretary of State,,Nathalie Paravicini,PGP,25,,
Lincoln,17 Fogarty Creek,Secretary of State,,Kyle Markley,LBT,28,,
Lincoln,17 Fogarty Creek,Secretary of State,,Kim Thatcher,REP,442,,
Lincoln,17 Fogarty Creek,Secretary of State,,Shemia Fagan,DEM,620,,
Lincoln,17 Fogarty Creek,Secretary of State,,Write-In,,0,,
Lincoln,17 Fogarty Creek,Secretary of State,,Overvotes,,1,,
Lincoln,17 Fogarty Creek,Secretary of State,,Undervotes,,57,,
Lincoln,17 Fogarty Creek,State Treasurer,,Michael P. Marsh,CON,24,,
Lincoln,17 Fogarty Creek,State Treasurer,,Tobias Read,DEM,618,,
Lincoln,17 Fogarty Creek,State Treasurer,,Chris Henry,IND,42,,
Lincoln,17 Fogarty Creek,State Treasurer,,Jeff Gudman,REP,424,,
Lincoln,17 Fogarty Creek,State Treasurer,,Write-In,,2,,
Lincoln,17 Fogarty Creek,State Treasurer,,Overvotes,,0,,
Lincoln,17 Fogarty Creek,State Treasurer,,Undervotes,,63,,
Lincoln,17 Fogarty Creek,Attorney General,,Ellen Rosenblum,DEM,656,,
Lincoln,17 Fogarty Creek,Attorney General,,Lars D.H. Hedbor,LBT,14,,
Lincoln,17 Fogarty Creek,Attorney General,,Michael Cross,REP,440,,
Lincoln,17 Fogarty Creek,Attorney General,,Write-In,,0,,
Lincoln,17 Fogarty Creek,Attorney General,,Overvotes,,0,,
Lincoln,17 Fogarty Creek,Attorney General,,Undervotes,,63,,
Lincoln,17 Fogarty Creek,State Senate,5,Dick Anderson,REP,474,,
Lincoln,17 Fogarty Creek,State Senate,5,Shauleen Higgins,PGP,27,,
Lincoln,17 Fogarty Creek,State Senate,5,Melissa T. Cribbins,DEM,621,,
Lincoln,17 Fogarty Creek,State Senate,5,Write-In,,1,,
Lincoln,17 Fogarty Creek,State Senate,5,Overvotes,,0,,
Lincoln,17 Fogarty Creek,State Senate,5,Undervotes,,50,,
Lincoln,17 Fogarty Creek,State House,9,Cal Mukumoto,DEM,,,
Lincoln,17 Fogarty Creek,State House,9,Boomer Wright,REP,,,
Lincoln,17 Fogarty Creek,State House,9,Write-In,,,,
Lincoln,17 Fogarty Creek,State House,9,Overvotes,,,,
Lincoln,17 Fogarty Creek,State House,9,Undervotes,,,,
Lincoln,17 Fogarty Creek,State House,10,David Gomberg,DEM,654,,
Lincoln,17 Fogarty Creek,State House,10,Max Sherman,REP,454,,
Lincoln,17 Fogarty Creek,State House,10,Write-In,,2,,
Lincoln,17 Fogarty Creek,State House,10,Overvotes,,0,,
Lincoln,17 Fogarty Creek,State House,10,Undervotes,,63,,
Lincoln,18 Kern,Registered Voters,,,,1332,,
Lincoln,18 Kern,Ballots Cast,,,,1101,,
Lincoln,18 Kern,Ballots Cast Blank,,,,1,,
Lincoln,18 Kern,President,,Donald J. Trump / Michael R. Pence,REP,350,,
Lincoln,18 Kern,President,,Joseph R. Biden / Kamala D. Harris,DEM,708,,
Lincoln,18 Kern,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,14,,
Lincoln,18 Kern,President,,Howie Hawkins / Angela Walker,PGP,9,,
Lincoln,18 Kern,President,,Dario Hunter / Dawn Neptune Adams,PRO,2,,
Lincoln,18 Kern,President,,Write-In,,9,,
Lincoln,18 Kern,President,,Overvotes,,0,,
Lincoln,18 Kern,President,,Undervotes,,9,,
Lincoln,18 Kern,U.S. Senate,,Jo Rae Perkins,REP,345,,
Lincoln,18 Kern,U.S. Senate,,Jeff Merkley,DEM,703,,
Lincoln,18 Kern,U.S. Senate,,Ibrahim A. Taher,PGP,11,,
Lincoln,18 Kern,U.S. Senate,,Gary Dye,LBT,19,,
Lincoln,18 Kern,U.S. Senate,,Write-In,,2,,
Lincoln,18 Kern,U.S. Senate,,Overvotes,,0,,
Lincoln,18 Kern,U.S. Senate,,Undervotes,,21,,
Lincoln,18 Kern,U.S House,5,Matthew James Rix,LBT,37,,
Lincoln,18 Kern,U.S House,5,Amy Ryan Courser,REP,342,,
Lincoln,18 Kern,U.S House,5,Kurt Schrader,DEM,693,,
Lincoln,18 Kern,U.S House,5,Write-In,,0,,
Lincoln,18 Kern,U.S House,5,Overvotes,,0,,
Lincoln,18 Kern,U.S House,5,Undervotes,,29,,
Lincoln,18 Kern,Secretary of State,,Nathalie Paravicini,PGP,27,,
Lincoln,18 Kern,Secretary of State,,Kyle Markley,LBT,34,,
Lincoln,18 Kern,Secretary of State,,Kim Thatcher,REP,373,,
Lincoln,18 Kern,Secretary of State,,Shemia Fagan,DEM,629,,
Lincoln,18 Kern,Secretary of State,,Write-In,,0,,
Lincoln,18 Kern,Secretary of State,,Overvotes,,0,,
Lincoln,18 Kern,Secretary of State,,Undervotes,,38,,
Lincoln,18 Kern,State Treasurer,,Michael P. Marsh,CON,24,,
Lincoln,18 Kern,State Treasurer,,Tobias Read,DEM,653,,
Lincoln,18 Kern,State Treasurer,,Chris Henry,IND,45,,
Lincoln,18 Kern,State Treasurer,,Jeff Gudman,REP,341,,
Lincoln,18 Kern,State Treasurer,,Write-In,,0,,
Lincoln,18 Kern,State Treasurer,,Overvotes,,0,,
Lincoln,18 Kern,State Treasurer,,Undervotes,,38,,
Lincoln,18 Kern,Attorney General,,Ellen Rosenblum,DEM,668,,
Lincoln,18 Kern,Attorney General,,Lars D.H. Hedbor,LBT,38,,
Lincoln,18 Kern,Attorney General,,Michael Cross,REP,357,,
Lincoln,18 Kern,Attorney General,,Write-In,,3,,
Lincoln,18 Kern,Attorney General,,Overvotes,,0,,
Lincoln,18 Kern,Attorney General,,Undervotes,,35,,
Lincoln,18 Kern,State Senate,5,Dick Anderson,REP,401,,
Lincoln,18 Kern,State Senate,5,Shauleen Higgins,PGP,28,,
Lincoln,18 Kern,State Senate,5,Melissa T. Cribbins,DEM,637,,
Lincoln,18 Kern,State Senate,5,Write-In,,3,,
Lincoln,18 Kern,State Senate,5,Overvotes,,0,,
Lincoln,18 Kern,State Senate,5,Undervotes,,32,,
Lincoln,18 Kern,State House,9,Cal Mukumoto,DEM,,,
Lincoln,18 Kern,State House,9,Boomer Wright,REP,,,
Lincoln,18 Kern,State House,9,Write-In,,,,
Lincoln,18 Kern,State House,9,Overvotes,,,,
Lincoln,18 Kern,State House,9,Undervotes,,,,
Lincoln,18 Kern,State House,10,David Gomberg,DEM,684,,
Lincoln,18 Kern,State House,10,Max Sherman,REP,365,,
Lincoln,18 Kern,State House,10,Write-In,,0,,
Lincoln,18 Kern,State House,10,Overvotes,,0,,
Lincoln,18 Kern,State House,10,Undervotes,,52,,
Lincoln,19 Schooner Creek,Registered Voters,,,,1902,,
Lincoln,19 Schooner Creek,Ballots Cast,,,,1500,,
Lincoln,19 Schooner Creek,Ballots Cast Blank,,,,0,,
Lincoln,19 Schooner Creek,President,,Donald J. Trump / Michael R. Pence,REP,616,,
Lincoln,19 Schooner Creek,President,,Joseph R. Biden / Kamala D. Harris,DEM,819,,
Lincoln,19 Schooner Creek,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,24,,
Lincoln,19 Schooner Creek,President,,Howie Hawkins / Angela Walker,PGP,12,,
Lincoln,19 Schooner Creek,President,,Dario Hunter / Dawn Neptune Adams,PRO,3,,
Lincoln,19 Schooner Creek,President,,Write-In,,11,,
Lincoln,19 Schooner Creek,President,,Overvotes,,1,,
Lincoln,19 Schooner Creek,President,,Undervotes,,14,,
Lincoln,19 Schooner Creek,U.S. Senate,,Jo Rae Perkins,REP,593,,
Lincoln,19 Schooner Creek,U.S. Senate,,Jeff Merkley,DEM,827,,
Lincoln,19 Schooner Creek,U.S. Senate,,Ibrahim A. Taher,PGP,26,,
Lincoln,19 Schooner Creek,U.S. Senate,,Gary Dye,LBT,23,,
Lincoln,19 Schooner Creek,U.S. Senate,,Write-In,,2,,
Lincoln,19 Schooner Creek,U.S. Senate,,Overvotes,,0,,
Lincoln,19 Schooner Creek,U.S. Senate,,Undervotes,,29,,
Lincoln,19 Schooner Creek,U.S House,5,Matthew James Rix,LBT,43,,
Lincoln,19 Schooner Creek,U.S House,5,Amy Ryan Courser,REP,620,,
Lincoln,19 Schooner Creek,U.S House,5,Kurt Schrader,DEM,788,,
Lincoln,19 Schooner Creek,U.S House,5,Write-In,,2,,
Lincoln,19 Schooner Creek,U.S House,5,Overvotes,,0,,
Lincoln,19 Schooner Creek,U.S House,5,Undervotes,,47,,
Lincoln,19 Schooner Creek,Secretary of State,,Nathalie Paravicini,PGP,56,,
Lincoln,19 Schooner Creek,Secretary of State,,Kyle Markley,LBT,51,,
Lincoln,19 Schooner Creek,Secretary of State,,Kim Thatcher,REP,632,,
Lincoln,19 Schooner Creek,Secretary of State,,Shemia Fagan,DEM,702,,
Lincoln,19 Schooner Creek,Secretary of State,,Write-In,,1,,
Lincoln,19 Schooner Creek,Secretary of State,,Overvotes,,1,,
Lincoln,19 Schooner Creek,Secretary of State,,Undervotes,,57,,
Lincoln,19 Schooner Creek,State Treasurer,,Michael P. Marsh,CON,29,,
Lincoln,19 Schooner Creek,State Treasurer,,Tobias Read,DEM,738,,
Lincoln,19 Schooner Creek,State Treasurer,,Chris Henry,IND,78,,
Lincoln,19 Schooner Creek,State Treasurer,,Jeff Gudman,REP,583,,
Lincoln,19 Schooner Creek,State Treasurer,,Write-In,,2,,
Lincoln,19 Schooner Creek,State Treasurer,,Overvotes,,0,,
Lincoln,19 Schooner Creek,State Treasurer,,Undervotes,,70,,
Lincoln,19 Schooner Creek,Attorney General,,Ellen Rosenblum,DEM,793,,
Lincoln,19 Schooner Creek,Attorney General,,Lars D.H. Hedbor,LBT,33,,
Lincoln,19 Schooner Creek,Attorney General,,Michael Cross,REP,604,,
Lincoln,19 Schooner Creek,Attorney General,,Write-In,,2,,
Lincoln,19 Schooner Creek,Attorney General,,Overvotes,,0,,
Lincoln,19 Schooner Creek,Attorney General,,Undervotes,,68,,
Lincoln,19 Schooner Creek,State Senate,5,Dick Anderson,REP,598,,
Lincoln,19 Schooner Creek,State Senate,5,Shauleen Higgins,PGP,69,,
Lincoln,19 Schooner Creek,State Senate,5,Melissa T. Cribbins,DEM,780,,
Lincoln,19 Schooner Creek,State Senate,5,Write-In,,1,,
Lincoln,19 Schooner Creek,State Senate,5,Overvotes,,0,,
Lincoln,19 Schooner Creek,State Senate,5,Undervotes,,52,,
Lincoln,19 Schooner Creek,State House,9,Cal Mukumoto,DEM,,,
Lincoln,19 Schooner Creek,State House,9,Boomer Wright,REP,,,
Lincoln,19 Schooner Creek,State House,9,Write-In,,,,
Lincoln,19 Schooner Creek,State House,9,Overvotes,,,,
Lincoln,19 Schooner Creek,State House,9,Undervotes,,,,
Lincoln,19 Schooner Creek,State House,10,David Gomberg,DEM,797,,
Lincoln,19 Schooner Creek,State House,10,Max Sherman,REP,624,,
Lincoln,19 Schooner Creek,State House,10,Write-In,,1,,
Lincoln,19 Schooner Creek,State House,10,Overvotes,,0,,
Lincoln,19 Schooner Creek,State House,10,Undervotes,,78,,
Lincoln,20 Delake,Registered Voters,,,,2186,,
Lincoln,20 Delake,Ballots Cast,,,,1667,,
Lincoln,20 Delake,Ballots Cast Blank,,,,1,,
Lincoln,20 Delake,President,,Donald J. Trump / Michael R. Pence,REP,574,,
Lincoln,20 Delake,President,,Joseph R. Biden / Kamala D. Harris,DEM,1036,,
Lincoln,20 Delake,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,24,,
Lincoln,20 Delake,President,,Howie Hawkins / Angela Walker,PGP,17,,
Lincoln,20 Delake,President,,Dario Hunter / Dawn Neptune Adams,PRO,6,,
Lincoln,20 Delake,President,,Write-In,,4,,
Lincoln,20 Delake,President,,Overvotes,,1,,
Lincoln,20 Delake,President,,Undervotes,,5,,
Lincoln,20 Delake,U.S. Senate,,Jo Rae Perkins,REP,534,,
Lincoln,20 Delake,U.S. Senate,,Jeff Merkley,DEM,1013,,
Lincoln,20 Delake,U.S. Senate,,Ibrahim A. Taher,PGP,37,,
Lincoln,20 Delake,U.S. Senate,,Gary Dye,LBT,30,,
Lincoln,20 Delake,U.S. Senate,,Write-In,,3,,
Lincoln,20 Delake,U.S. Senate,,Overvotes,,0,,
Lincoln,20 Delake,U.S. Senate,,Undervotes,,50,,
Lincoln,20 Delake,U.S House,5,Matthew James Rix,LBT,55,,
Lincoln,20 Delake,U.S House,5,Amy Ryan Courser,REP,575,,
Lincoln,20 Delake,U.S House,5,Kurt Schrader,DEM,980,,
Lincoln,20 Delake,U.S House,5,Write-In,,2,,
Lincoln,20 Delake,U.S House,5,Overvotes,,0,,
Lincoln,20 Delake,U.S House,5,Undervotes,,55,,
Lincoln,20 Delake,Secretary of State,,Nathalie Paravicini,PGP,90,,
Lincoln,20 Delake,Secretary of State,,Kyle Markley,LBT,40,,
Lincoln,20 Delake,Secretary of State,,Kim Thatcher,REP,592,,
Lincoln,20 Delake,Secretary of State,,Shemia Fagan,DEM,875,,
Lincoln,20 Delake,Secretary of State,,Write-In,,2,,
Lincoln,20 Delake,Secretary of State,,Overvotes,,0,,
Lincoln,20 Delake,Secretary of State,,Undervotes,,68,,
Lincoln,20 Delake,State Treasurer,,Michael P. Marsh,CON,35,,
Lincoln,20 Delake,State Treasurer,,Tobias Read,DEM,916,,
Lincoln,20 Delake,State Treasurer,,Chris Henry,IND,100,,
Lincoln,20 Delake,State Treasurer,,Jeff Gudman,REP,547,,
Lincoln,20 Delake,State Treasurer,,Write-In,,2,,
Lincoln,20 Delake,State Treasurer,,Overvotes,,0,,
Lincoln,20 Delake,State Treasurer,,Undervotes,,67,,
Lincoln,20 Delake,Attorney General,,Ellen Rosenblum,DEM,1002,,
Lincoln,20 Delake,Attorney General,,Lars D.H. Hedbor,LBT,40,,
Lincoln,20 Delake,Attorney General,,Michael Cross,REP,549,,
Lincoln,20 Delake,Attorney General,,Write-In,,0,,
Lincoln,20 Delake,Attorney General,,Overvotes,,0,,
Lincoln,20 Delake,Attorney General,,Undervotes,,76,,
Lincoln,20 Delake,State Senate,5,Dick Anderson,REP,542,,
Lincoln,20 Delake,State Senate,5,Shauleen Higgins,PGP,81,,
Lincoln,20 Delake,State Senate,5,Melissa T. Cribbins,DEM,981,,
Lincoln,20 Delake,State Senate,5,Write-In,,4,,
Lincoln,20 Delake,State Senate,5,Overvotes,,0,,
